train_acc,train_loss,val_acc,val_loss
0.06734736842105264,4.100716,0.12,3.7468004
0.15433684210526316,3.496978,0.176,3.4114447
0.22926315789473686,3.0879025,0.25,3.017511
0.29583157894736845,2.742863,0.30000000000000004,2.7836192
0.34581052631578946,2.4791272,0.3392,2.5315576
0.38677894736842106,2.3007648,0.3768,2.355727
0.41808421052631584,2.1515167,0.3892,2.3220642
0.44713684210526317,2.026017,0.4276,2.1207905
0.4713052631578947,1.9286875,0.4484,2.0443573
0.4868421052631579,1.849808,0.43959999999999994,2.0694335
0.5021473684210527,1.7743816,0.462,1.9982893
0.5221894736842105,1.7124504,0.46880000000000005,1.939879
0.5344842105263158,1.6620731,0.4759999999999999,1.9696558
0.5452631578947369,1.6058618,0.46159999999999995,2.0249598
0.5550526315789474,1.5700172,0.5115999999999999,1.7808739
0.5668421052631579,1.521652,0.5216,1.7871466
0.5737894736842104,1.4858996,0.5164,1.8209507
0.5850315789473683,1.4478824,0.5288,1.7074276
0.5923157894736842,1.4151119,0.5344000000000001,1.7437701
0.599221052631579,1.3887053,0.5284,1.7471783
0.609178947368421,1.3526483,0.5284,1.7571129
0.6153473684210526,1.3244774,0.5392,1.7135229
0.622842105263158,1.294901,0.5344,1.7490611
0.6263368421052632,1.2781075,0.5347999999999999,1.7359449
0.6325684210526317,1.2492054,0.5724000000000001,1.5717621
0.6400210526315789,1.2261621,0.5632,1.654617
0.642736842105263,1.2097154,0.5611999999999999,1.6004025
0.6506526315789474,1.1838472,0.5636,1.680268
0.6577052631578947,1.1557584,0.57,1.6287254
0.6638526315789474,1.1359557,0.5512,1.7046613
0.6707578947368421,1.1141205,0.5663999999999999,1.6874437
0.6732210526315789,1.0968901,0.5736,1.6743445
0.6756631578947369,1.0795693,0.5848,1.5734862
0.6815789473684211,1.0581361,0.5740000000000001,1.6464725
0.6877473684210526,1.0368906,0.5764,1.6418147
0.6905473684210526,1.0268773,0.5816,1.6878982
0.6962105263157895,1.006752,0.5908,1.5841682
0.7001052631578947,0.988782,0.588,1.5665356
0.7072842105263158,0.97161543,0.586,1.6257658
0.7101894736842106,0.95522314,0.5828,1.6706436
0.7130315789473685,0.9454509,0.5916,1.5649039
0.7188842105263158,0.9255291,0.5828,1.6987752
0.7232210526315789,0.916885,0.5896,1.6311826
0.7270105263157896,0.89304084,0.5928,1.6071465
0.7322526315789475,0.87614286,0.5940000000000001,1.6267776
0.7376,0.8628009,0.592,1.6685817
0.7420842105263158,0.8461198,0.59,1.6455662
0.7414526315789474,0.83387274,0.5956,1.6382976
0.7446105263157895,0.82305014,0.5992000000000001,1.6802168
0.7511157894736842,0.8105631,0.596,1.6819881
0.756821052631579,0.79513144,0.6,1.6959968
0.7559789473684211,0.7789213,0.5904,1.7477353
0.7619368421052632,0.7653125,0.6123999999999999,1.6395178
0.7673684210526316,0.7520405,0.604,1.6724495
0.770842105263158,0.7392466,0.6064,1.7266111
0.7719578947368421,0.7293162,0.5996000000000001,1.7310348
0.7765052631578948,0.7139254,0.612,1.7217449
0.7755157894736843,0.7094535,0.6148,1.6997184
0.7825894736842106,0.6934014,0.602,1.775493
0.7876421052631579,0.6728271,0.6024,1.7803351
0.7911157894736843,0.66856503,0.6235999999999999,1.728993
0.7939368421052632,0.65064913,0.6103999999999999,1.7246666
0.7968000000000001,0.64553744,0.612,1.7791395
0.7999157894736841,0.6243317,0.6080000000000001,1.8258376
0.8034105263157895,0.61787015,0.618,1.7597148
0.8060842105263157,0.609356,0.6187999999999999,1.7249005
0.8074947368421053,0.5992277,0.62,1.7556783
0.8117052631578948,0.5889731,0.6096,1.8004854
0.8145473684210526,0.57829666,0.6164000000000001,1.8254204
0.8183368421052633,0.5665236,0.6148,1.751461
0.8221894736842106,0.5597922,0.61,1.8093263
0.8268631578947369,0.54633933,0.6256,1.7857586
0.8274526315789474,0.5429835,0.6139999999999999,1.8549049
0.828757894736842,0.5314018,0.608,1.8726604
0.8310315789473685,0.52504617,0.6236,1.8198711
0.8333263157894737,0.51424503,0.6204,1.8093039
0.8350315789473683,0.51334083,0.62,1.8573276
0.840442105263158,0.4972919,0.62,1.8353461
0.8420000000000001,0.49124134,0.6175999999999999,1.8385631
0.844,0.48362908,0.6076,1.8776603
0.8460842105263158,0.47558293,0.6164,1.880235
0.8469894736842105,0.47380176,0.6215999999999999,1.9077976
0.8496000000000001,0.46495286,0.6196,1.8913436
0.849178947368421,0.46364138,0.618,1.9046428
0.8529263157894736,0.453499,0.6196,1.8932904
0.8549052631578947,0.44754684,0.6187999999999999,1.9034164
0.8533894736842106,0.4504415,0.6244,1.9231789
0.8554105263157895,0.44649017,0.6168,1.9339215
0.8585473684210526,0.43861526,0.62,1.9163585
0.8588421052631579,0.43625382,0.6208,1.9110727
0.8583578947368421,0.43728322,0.6168,1.9304947
0.8594105263157895,0.43330953,0.622,1.9354811
0.8630105263157895,0.428575,0.618,1.9490966
0.8628842105263157,0.42668,0.622,1.9284886
0.8632210526315789,0.42445612,0.6240000000000001,1.9415169
0.863621052631579,0.4210126,0.6196,1.9159813
0.8632210526315789,0.42533222,0.6195999999999999,1.9395272
0.8647157894736842,0.41772038,0.6228,1.9327736
0.8639157894736841,0.42375726,0.6224000000000001,1.9369587
0.8621263157894736,0.42135948,0.618,1.9404591
