train_acc,train_loss,val_acc,val_loss
0.02591578947368421,4.4125924,0.0284,4.320024
0.04400000000000001,4.167743,0.0604,4.101305
0.06162105263157895,4.035399,0.0732,3.9538596
0.07581052631578948,3.9395204,0.0748,4.039896
0.08873684210526317,3.8518043,0.0908,3.8988812
0.10467368421052632,3.7538292,0.11959999999999998,3.6165934
0.1194105263157895,3.6664865,0.114,3.6430469
0.13298947368421052,3.5812564,0.1408,3.5100665
0.15119999999999997,3.4923234,0.154,3.421023
0.16517894736842106,3.4114485,0.1568,3.3515656
0.1781263157894737,3.330453,0.162,3.396185
0.19225263157894734,3.251295,0.2048,3.1858203
0.20406315789473686,3.1834579,0.2048,3.1951683
0.22294736842105264,3.0968597,0.21040000000000003,3.110296
0.23418947368421056,3.031853,0.20240000000000002,3.1875646
0.24517894736842108,2.9611933,0.24799999999999997,2.9057488
0.2581052631578948,2.891807,0.2444,2.941665
0.272,2.8348138,0.2608,2.8485496
0.2874526315789474,2.7619555,0.2596,2.8868096
0.29336842105263156,2.7173195,0.2772,2.7661524
0.3068421052631579,2.6539443,0.2784,2.7817318
0.31694736842105264,2.599426,0.3164,2.6732385
0.32399999999999995,2.5640273,0.32239999999999996,2.5976548
0.3350947368421052,2.5224214,0.3192,2.5733874
0.3438736842105263,2.472768,0.3172,2.5925968
0.3506315789473684,2.4362774,0.31479999999999997,2.5941038
0.3585684210526316,2.4029999,0.35719999999999996,2.4279652
0.36879999999999996,2.3664646,0.3464,2.4556165
0.37145263157894737,2.3427083,0.3552,2.3941095
0.37928421052631583,2.3067055,0.3528,2.4094543
0.3894736842105263,2.2685552,0.33520000000000005,2.5354147
0.395621052631579,2.23733,0.3748,2.3405752
0.3984421052631579,2.2196603,0.3632,2.3564658
0.4081263157894737,2.1867056,0.36519999999999997,2.373371
0.41073684210526323,2.1604066,0.3904000000000001,2.25072
0.4190736842105263,2.1311817,0.376,2.2565446
0.42168421052631583,2.112212,0.38760000000000006,2.258585
0.42909473684210525,2.092837,0.3864,2.2459228
0.4326315789473684,2.0668743,0.3848,2.247786
0.4372421052631579,2.0474892,0.4012,2.1934357
0.4456631578947368,2.0149746,0.4188,2.1510303
0.45090526315789475,1.9976946,0.39039999999999997,2.2946186
0.4546736842105264,1.9750729,0.41120000000000007,2.143546
0.46130526315789466,1.9541544,0.40199999999999997,2.2208626
0.4642736842105264,1.9343802,0.41999999999999993,2.1032672
0.46827368421052634,1.9195533,0.4204,2.1534917
0.47195789473684213,1.9031106,0.41919999999999996,2.1404445
0.4761052631578947,1.8809897,0.4264,2.0896485
0.4816,1.8632581,0.43079999999999996,2.1182353
0.48503157894736837,1.8553114,0.42440000000000005,2.0735042
0.4854947368421053,1.8406047,0.4264,2.08619
0.4941263157894737,1.8151268,0.43920000000000003,2.0471466
0.4943157894736842,1.8052473,0.4468,2.060431
0.4988421052631579,1.785952,0.4312,2.095354
0.5067368421052632,1.7668519,0.43239999999999995,2.1008506
0.506042105263158,1.7646002,0.45039999999999997,1.9883465
0.5114736842105263,1.7381076,0.44839999999999997,1.97556
0.5117052631578948,1.7260973,0.44799999999999995,1.9867146
0.5174947368421052,1.7119279,0.46279999999999993,1.988407
0.5223578947368421,1.6971849,0.4539999999999999,1.9950436
0.5242947368421053,1.684842,0.46480000000000005,1.9707757
0.526421052631579,1.6726481,0.46760000000000007,1.9687567
0.532,1.6592618,0.45399999999999996,1.9976518
0.5337473684210526,1.640647,0.4628,1.9627374
0.537242105263158,1.6315211,0.4548,2.0236
0.5386947368421052,1.6204759,0.4656,1.9672285
0.5437052631578947,1.6090077,0.47240000000000004,1.9423877
0.5464631578947369,1.5942752,0.46720000000000006,1.961194
0.5465052631578948,1.5823992,0.47039999999999993,1.9587654
0.5509052631578948,1.5729307,0.4744,1.9354328
0.5541684210526316,1.5639638,0.46880000000000005,1.9177678
0.5553263157894738,1.5609459,0.48,1.9219583
0.5586315789473685,1.5467858,0.47200000000000003,1.923402
0.5598736842105264,1.5364816,0.47479999999999994,1.9336494
0.5642526315789473,1.5248417,0.48,1.9163677
0.5657684210526316,1.5136716,0.4664,1.9496044
0.5683157894736842,1.5064368,0.4684,1.9363042
0.5698736842105263,1.5014201,0.4764,1.9419211
0.5684842105263157,1.4959724,0.4795999999999999,1.9244229
0.5732842105263158,1.4909272,0.4792,1.9363573
0.5727157894736843,1.4822838,0.47919999999999996,1.9146245
0.5761263157894736,1.4728647,0.47919999999999996,1.9289176
0.5807789473684211,1.4616107,0.4831999999999999,1.9230614
0.5810526315789474,1.45726,0.48680000000000007,1.9144553
0.5786526315789474,1.4550053,0.4792,1.9061421
0.5839157894736843,1.4436725,0.4832,1.918385
0.5821052631578948,1.4498408,0.482,1.908815
0.5869263157894736,1.4375842,0.4864,1.9140042
0.586863157894737,1.433419,0.4804,1.9241524
0.5887368421052631,1.4304446,0.4796,1.9202285
0.5865052631578946,1.4288353,0.48840000000000006,1.9008131
0.5886526315789474,1.4280252,0.48480000000000006,1.9087896
0.5898947368421051,1.4225668,0.488,1.9096081
0.590442105263158,1.4195269,0.48879999999999996,1.9102877
0.5913263157894737,1.4192476,0.48960000000000004,1.9129127
0.5908842105263157,1.4174578,0.48599999999999993,1.9009858
0.5884,1.4194797,0.488,1.9025354
0.5906105263157894,1.4112356,0.48800000000000004,1.9053808
0.5940210526315789,1.4088829,0.48519999999999996,1.9045874
0.5925263157894737,1.4136407,0.48719999999999997,1.9105166
